id,phenograph,ct_broad
204616,2,cancer cell
204619,5,cancer cell
204622,3,cancer cell
204623,2,cancer cell
204625,2,cancer cell
204627,6,cancer cell
204628,18,immune cell
204630,13,immune cell
204632,6,cancer cell
204633,5,cancer cell
204634,3,cancer cell
204635,6,cancer cell
204636,27,stromal cell
204637,6,cancer cell
204638,34,cancer cell
204640,14,stromal cell
204641,5,cancer cell
204642,28,immune cell
204644,5,cancer cell
204645,5,cancer cell
204647,-1,other
204649,5,cancer cell
204651,5,cancer cell
204653,6,cancer cell
204654,5,cancer cell
204655,5,cancer cell
204659,12,cancer cell
204660,27,stromal cell
204661,3,cancer cell
204662,13,immune cell
204664,28,immune cell
204665,5,cancer cell
204666,5,cancer cell
204667,13,immune cell
204668,3,cancer cell
204669,5,cancer cell
204671,2,cancer cell
204673,3,cancer cell
204675,4,cancer cell
204676,3,cancer cell
204677,5,cancer cell
204678,27,stromal cell
204679,2,cancer cell
204680,2,cancer cell
204681,16,other
204682,5,cancer cell
204683,28,immune cell
204684,28,immune cell
204688,2,cancer cell
204689,35,cancer cell
204690,5,cancer cell
204691,4,cancer cell
204692,9,other
204693,34,cancer cell
204694,5,cancer cell
204699,5,cancer cell
204700,3,cancer cell
204703,3,cancer cell
204704,3,cancer cell
204708,5,cancer cell
204712,3,cancer cell
204713,3,cancer cell
204714,16,other
204715,3,cancer cell
204716,5,cancer cell
204717,34,cancer cell
204719,5,cancer cell
204724,27,stromal cell
204725,3,cancer cell
204726,16,other
204728,27,stromal cell
204729,3,cancer cell
204731,17,myofibroblast
204734,34,cancer cell
204735,3,cancer cell
204736,2,cancer cell
204741,3,cancer cell
204743,34,cancer cell
204744,32,cancer cell
204746,12,cancer cell
204749,16,other
204750,14,stromal cell
204753,16,other
204754,3,cancer cell
204755,34,cancer cell
204758,13,immune cell
204760,34,cancer cell
204761,34,cancer cell
204762,5,cancer cell
204763,9,other
204764,5,cancer cell
204766,16,other
204767,5,cancer cell
204769,2,cancer cell
204770,25,immune cell
204771,14,stromal cell
204772,18,immune cell
204777,34,cancer cell
204778,6,cancer cell
204780,17,myofibroblast
204784,5,cancer cell
204785,34,cancer cell
204790,18,immune cell
204794,34,cancer cell
204795,3,cancer cell
204796,6,cancer cell
204798,3,cancer cell
204800,3,cancer cell
204801,34,cancer cell
204803,13,immune cell
204806,-1,other
204809,34,cancer cell
204812,26,other
204814,16,other
204818,6,cancer cell
204822,21,endothelial cell
204823,6,cancer cell
204824,5,cancer cell
204827,3,cancer cell
204828,9,other
204829,26,other
204831,34,cancer cell
204833,28,immune cell
204834,5,cancer cell
204836,3,cancer cell
204837,34,cancer cell
204838,12,cancer cell
204839,21,endothelial cell
204843,34,cancer cell
204844,34,cancer cell
204845,-1,other
204846,34,cancer cell
204847,-1,other
204848,14,stromal cell
204852,16,other
204853,25,immune cell
204857,20,cancer cell
204858,34,cancer cell
204859,14,stromal cell
204860,16,other
204861,-1,other
204862,3,cancer cell
204864,3,cancer cell
204866,-1,other
204867,34,cancer cell
204868,34,cancer cell
204869,2,cancer cell
204871,3,cancer cell
204873,18,immune cell
204874,21,endothelial cell
204875,13,immune cell
204876,34,cancer cell
204878,34,cancer cell
204879,21,endothelial cell
204883,9,other
205127,21,endothelial cell
205128,15,myofibroblast
205129,18,immune cell
205130,12,cancer cell
205131,26,other
205133,14,stromal cell
205135,21,endothelial cell
205136,21,endothelial cell
205137,5,cancer cell
205138,9,other
205139,5,cancer cell
205140,9,other
205141,21,endothelial cell
205143,14,stromal cell
205144,14,stromal cell
205148,9,other
205149,13,immune cell
205150,2,cancer cell
205151,13,immune cell
205152,22,stromal cell
205154,2,cancer cell
205155,17,myofibroblast
205157,17,myofibroblast
205158,-1,other
205160,5,cancer cell
205162,22,stromal cell
205163,5,cancer cell
205164,9,other
205165,17,myofibroblast
205166,5,cancer cell
205167,22,stromal cell
205168,9,other
205169,11,cancer cell
205172,12,cancer cell
205173,17,myofibroblast
205176,25,immune cell
205177,17,myofibroblast
205178,25,immune cell
205179,5,cancer cell
205180,3,cancer cell
205181,3,cancer cell
205182,3,cancer cell
205184,17,myofibroblast
205185,5,cancer cell
205187,22,stromal cell
205189,-1,other
205190,17,myofibroblast
205194,3,cancer cell
205197,3,cancer cell
205199,21,endothelial cell
205200,1,cancer cell
205201,2,cancer cell
205203,5,cancer cell
205206,5,cancer cell
205209,5,cancer cell
205210,4,cancer cell
205211,12,cancer cell
205212,2,cancer cell
205214,2,cancer cell
205215,3,cancer cell
205218,12,cancer cell
205219,5,cancer cell
205220,4,cancer cell
205221,5,cancer cell
205222,3,cancer cell
205223,12,cancer cell
205226,4,cancer cell
205227,2,cancer cell
205229,11,cancer cell
205230,4,cancer cell
205231,6,cancer cell
205232,5,cancer cell
205233,4,cancer cell
205234,26,other
205235,6,cancer cell
205236,2,cancer cell
205237,4,cancer cell
205239,14,stromal cell
205240,5,cancer cell
205241,2,cancer cell
205242,4,cancer cell
205244,1,cancer cell
205245,4,cancer cell
205246,28,immune cell
205247,4,cancer cell
205248,11,cancer cell
205249,37,cancer cell
205250,4,cancer cell
205252,6,cancer cell
205257,12,cancer cell
205258,3,cancer cell
205259,4,cancer cell
205261,5,cancer cell
205262,5,cancer cell
205265,1,cancer cell
205267,1,cancer cell
205268,12,cancer cell
205269,13,immune cell
205270,9,other
205272,14,stromal cell
205273,4,cancer cell
205274,4,cancer cell
205275,5,cancer cell
205281,16,other
205283,5,cancer cell
205284,11,cancer cell
205285,-1,other
205286,5,cancer cell
205288,11,cancer cell
205289,1,cancer cell
205290,-1,other
205291,4,cancer cell
205292,11,cancer cell
205294,11,cancer cell
205295,2,cancer cell
205297,4,cancer cell
205298,4,cancer cell
205299,12,cancer cell
205301,4,cancer cell
205303,12,cancer cell
205304,2,cancer cell
205305,3,cancer cell
205308,2,cancer cell
205309,12,cancer cell
205310,20,cancer cell
205311,4,cancer cell
205318,8,other
205319,5,cancer cell
205320,3,cancer cell
205321,11,cancer cell
205322,4,cancer cell
205323,12,cancer cell
205325,5,cancer cell
205327,2,cancer cell
205330,5,cancer cell
205331,12,cancer cell
205332,5,cancer cell
205334,34,cancer cell
205335,6,cancer cell
205336,1,cancer cell
205340,5,cancer cell
205342,14,stromal cell
205343,13,immune cell
205344,2,cancer cell
205345,3,cancer cell
205346,5,cancer cell
205350,14,stromal cell
205353,5,cancer cell
205355,6,cancer cell
205358,13,immune cell
205362,5,cancer cell
205363,6,cancer cell
205365,2,cancer cell
205366,6,cancer cell
205367,-1,other
205371,6,cancer cell
205373,6,cancer cell
205374,5,cancer cell
205378,1,cancer cell
205379,4,cancer cell
205380,19,other
205381,21,endothelial cell
205388,3,cancer cell
205390,5,cancer cell
205391,4,cancer cell
205396,16,other
205397,-1,other
205398,2,cancer cell
205399,3,cancer cell
205401,16,other
205402,3,cancer cell
205403,2,cancer cell
205404,2,cancer cell
205407,14,stromal cell
205411,5,cancer cell
205412,8,other
205413,27,stromal cell
205414,6,cancer cell
205415,6,cancer cell
205416,12,cancer cell
205421,5,cancer cell
205422,6,cancer cell
205423,5,cancer cell
205424,12,cancer cell
205428,3,cancer cell
205429,34,cancer cell
205430,5,cancer cell
205431,20,cancer cell
205436,6,cancer cell
205437,5,cancer cell
205438,27,stromal cell
205439,12,cancer cell
205444,5,cancer cell
205445,12,cancer cell
205446,5,cancer cell
205447,3,cancer cell
205448,3,epithelial cell
205449,2,cancer cell
205450,5,cancer cell
205451,15,myofibroblast
205453,34,cancer cell
205454,5,cancer cell
205455,5,cancer cell
205457,3,cancer cell
205458,5,cancer cell
205459,5,cancer cell
205461,3,cancer cell
205462,5,cancer cell
205463,16,other
205465,2,cancer cell
205466,3,cancer cell
205467,5,cancer cell
205468,34,cancer cell
205469,16,other
205472,28,immune cell
205473,26,other
205475,3,cancer cell
205478,5,cancer cell
205479,5,cancer cell
205480,3,cancer cell
205481,17,myofibroblast
205482,16,other
205483,3,cancer cell
205484,5,cancer cell
205485,21,endothelial cell
205487,3,cancer cell
205488,27,stromal cell
205489,-1,other
205490,16,other
205491,17,myofibroblast
205492,5,cancer cell
205495,6,cancer cell
205497,19,other
205498,5,cancer cell
205500,5,cancer cell
205501,34,cancer cell
205502,5,cancer cell
205503,34,cancer cell
205508,25,immune cell
205511,34,cancer cell
205512,13,immune cell
205513,5,cancer cell
205514,19,other
205515,3,cancer cell
205516,5,cancer cell
205518,34,cancer cell
205519,6,cancer cell
205521,5,cancer cell
205522,25,immune cell
205523,5,cancer cell
205526,5,cancer cell
205527,34,cancer cell
205528,6,cancer cell
205529,-1,other
205530,15,myofibroblast
205531,5,cancer cell
205532,11,cancer cell
205533,34,cancer cell
205534,-1,other
205535,3,cancer cell
205536,27,stromal cell
205537,12,cancer cell
205538,5,cancer cell
205539,13,immune cell
205540,-1,other
205541,26,other
205542,27,stromal cell
205543,34,cancer cell
205544,3,cancer cell
205545,34,cancer cell
205547,34,cancer cell
205548,6,cancer cell
205550,5,cancer cell
205551,34,cancer cell
205552,1,cancer cell
205553,34,cancer cell
205554,4,cancer cell
205555,3,cancer cell
205556,34,cancer cell
205557,34,cancer cell
205558,34,cancer cell
205559,34,cancer cell
205560,34,cancer cell
205561,3,epithelial cell
205565,12,cancer cell
205566,-1,other
205571,34,cancer cell
205780,25,immune cell
205781,-1,other
205782,25,immune cell
205783,17,myofibroblast
205785,21,endothelial cell
205786,9,other
205788,9,other
205789,9,other
205794,13,immune cell
205795,5,cancer cell
205796,12,cancer cell
205797,9,other
205798,22,stromal cell
205801,21,endothelial cell
205803,8,other
205805,8,other
205806,9,other
205807,9,other
205809,5,cancer cell
205810,-1,other
205811,23,other
205813,12,cancer cell
205816,5,cancer cell
205817,21,endothelial cell
205818,9,other
205819,22,stromal cell
205821,-1,other
205822,6,cancer cell
205823,-1,other
205826,2,cancer cell
205827,12,cancer cell
205828,26,other
205832,17,myofibroblast
205835,12,cancer cell
205836,9,other
205837,17,myofibroblast
205845,8,other
205847,27,stromal cell
205848,-1,other
205850,27,stromal cell
205857,17,myofibroblast
205859,-1,other
205861,2,cancer cell
205862,-1,other
205865,22,stromal cell
205866,22,stromal cell
205868,5,cancer cell
205870,22,stromal cell
205871,17,myofibroblast
205873,1,cancer cell
205874,5,cancer cell
205875,4,cancer cell
205876,17,myofibroblast
205877,17,myofibroblast
205878,17,myofibroblast
205881,23,plasma cell
205882,27,stromal cell
205884,2,cancer cell
205887,-1,other
205888,-1,other
205889,17,myofibroblast
205890,-1,other
205891,2,cancer cell
205895,12,cancer cell
205898,23,plasma cell
205900,12,cancer cell
205901,21,endothelial cell
205903,9,other
205906,3,cancer cell
205907,3,cancer cell
205909,9,other
205910,5,cancer cell
205914,9,other
205916,4,cancer cell
205918,12,cancer cell
205919,12,cancer cell
205920,6,cancer cell
205922,6,cancer cell
205925,9,other
205926,18,immune cell
205930,1,cancer cell
205931,19,other
205932,1,cancer cell
205933,25,immune cell
205934,16,other
205936,6,cancer cell
205938,9,other
205939,15,myofibroblast
205941,1,cancer cell
205942,5,cancer cell
205943,6,cancer cell
205945,1,cancer cell
205946,5,cancer cell
205949,1,cancer cell
205950,11,cancer cell
205951,-1,other
205952,9,other
205954,1,cancer cell
205955,1,cancer cell
205956,4,cancer cell
205957,19,other
205958,5,cancer cell
205961,-1,other
205962,2,cancer cell
205963,3,cancer cell
205964,14,stromal cell
205967,-1,other
205973,6,cancer cell
205974,2,cancer cell
205976,-1,other
205977,9,other
205978,11,cancer cell
205979,5,cancer cell
205981,11,cancer cell
205982,6,cancer cell
205983,23,other
205984,18,immune cell
205988,4,cancer cell
205989,2,cancer cell
205990,15,myofibroblast
205993,3,cancer cell
205996,4,cancer cell
205997,34,cancer cell
205998,4,cancer cell
206000,13,immune cell
206001,2,cancer cell
206003,1,cancer cell
206006,11,cancer cell
206007,8,other
206008,1,cancer cell
206009,9,other
206010,4,cancer cell
206015,4,cancer cell
206016,2,cancer cell
206017,2,cancer cell
206020,22,stromal cell
206021,3,cancer cell
206024,5,cancer cell
206025,21,endothelial cell
206026,13,immune cell
206028,2,cancer cell
206030,4,cancer cell
206031,34,cancer cell
206032,15,myofibroblast
206035,18,immune cell
206036,4,cancer cell
206037,5,cancer cell
206038,5,cancer cell
206039,21,endothelial cell
206040,3,cancer cell
206041,12,cancer cell
206042,22,stromal cell
206045,5,cancer cell
206046,6,cancer cell
206047,12,cancer cell
206048,12,cancer cell
206049,21,endothelial cell
206052,27,stromal cell
206054,-1,other
206057,12,cancer cell
206058,1,cancer cell
206060,11,cancer cell
206061,2,cancer cell
206062,5,cancer cell
206066,21,endothelial cell
206067,19,other
206068,21,endothelial cell
206069,12,cancer cell
206070,27,stromal cell
206072,9,other
206073,6,cancer cell
206076,2,epithelial cell
206077,12,cancer cell
206078,5,cancer cell
206079,5,cancer cell
206081,21,endothelial cell
206082,22,stromal cell
206083,5,cancer cell
206084,20,cancer cell
206085,5,cancer cell
206086,14,stromal cell
206088,11,cancer cell
206089,5,cancer cell
206090,-1,other
206091,4,cancer cell
206092,5,cancer cell
206094,13,immune cell
206095,20,cancer cell
206097,5,cancer cell
206098,9,other
206100,4,cancer cell
206101,14,stromal cell
206102,5,cancer cell
206104,2,cancer cell
206106,5,cancer cell
206109,22,stromal cell
206114,-1,other
206115,21,endothelial cell
206117,3,cancer cell
206118,-1,other
206119,2,cancer cell
206121,9,other
206122,2,cancer cell
206123,21,endothelial cell
206124,9,other
206125,16,other
206128,26,immune cell
206129,9,other
206130,27,stromal cell
206132,18,immune cell
206134,13,immune cell
206135,5,cancer cell
206137,34,cancer cell
206138,12,cancer cell
206140,11,cancer cell
206142,22,stromal cell
206143,6,cancer cell
206144,5,cancer cell
206145,15,myofibroblast
206146,22,stromal cell
206147,26,other
206148,2,cancer cell
206149,6,cancer cell
206150,12,cancer cell
206151,2,cancer cell
206152,11,cancer cell
206153,2,cancer cell
206154,5,cancer cell
206156,22,stromal cell
206157,18,immune cell
206158,22,stromal cell
206161,-1,other
206162,5,cancer cell
206163,9,other
206164,4,cancer cell
206167,21,endothelial cell
206168,26,other
206169,5,cancer cell
206170,9,other
206171,22,stromal cell
206173,6,cancer cell
206174,4,cancer cell
206176,3,cancer cell
206177,6,cancer cell
206178,3,cancer cell
206179,5,cancer cell
206180,34,cancer cell
206182,3,cancer cell
206184,6,cancer cell
206188,9,other
206189,6,cancer cell
206190,14,stromal cell
206191,3,cancer cell
206196,1,cancer cell
206197,5,cancer cell
206198,20,cancer cell
206199,34,cancer cell
206200,-1,other
206201,3,cancer cell
206202,29,other
206204,3,cancer cell
206205,5,cancer cell
206207,5,cancer cell
206209,6,cancer cell
206212,3,cancer cell
206213,3,cancer cell
206214,3,cancer cell
206215,5,cancer cell
206216,6,cancer cell
206218,12,cancer cell
206219,5,cancer cell
206220,5,cancer cell
206224,18,immune cell
206225,5,cancer cell
206226,12,cancer cell
206227,11,cancer cell
206228,5,cancer cell
206229,2,cancer cell
206230,16,other
206232,5,cancer cell
206235,16,other
206236,3,cancer cell
206237,3,cancer cell
206238,5,cancer cell
206239,34,cancer cell
206240,5,cancer cell
206241,12,cancer cell
206242,6,cancer cell
206243,3,cancer cell
206244,12,cancer cell
206246,5,cancer cell
206248,5,cancer cell
206249,6,cancer cell
206252,31,cancer cell
206253,5,cancer cell
206254,27,stromal cell
206255,13,immune cell
206256,3,cancer cell
206258,5,cancer cell
206261,6,cancer cell
206262,6,cancer cell
206265,18,immune cell
206268,6,cancer cell
206271,3,cancer cell
206272,34,cancer cell
206273,3,cancer cell
206274,6,cancer cell
206275,3,cancer cell
206278,3,cancer cell
206279,5,cancer cell
206283,3,cancer cell
206284,3,cancer cell
206286,3,cancer cell
206287,5,cancer cell
206288,3,cancer cell
206290,5,cancer cell
206291,12,cancer cell
206292,34,cancer cell
206293,15,myofibroblast
206295,26,other
206296,-1,other
206297,5,cancer cell
206298,5,cancer cell
206299,16,other
206300,12,cancer cell
206301,34,cancer cell
206303,16,other
206304,13,immune cell
206305,26,other
206306,8,other
206307,5,cancer cell
206308,34,cancer cell
206309,14,stromal cell
206311,-1,other
206313,34,cancer cell
206314,6,epithelial cell
206315,26,immune cell
206317,18,immune cell
206318,5,cancer cell
206319,4,cancer cell
206320,34,cancer cell
206321,5,cancer cell
206322,5,cancer cell
206323,3,cancer cell
206325,34,cancer cell
206326,3,cancer cell
206327,5,cancer cell
206328,16,other
206329,5,cancer cell
206330,15,myofibroblast
206331,3,cancer cell
206332,34,cancer cell
206334,21,endothelial cell
206336,34,cancer cell
206337,16,other
206338,34,cancer cell
206339,17,myofibroblast
206341,12,cancer cell
206342,34,cancer cell
206343,3,cancer cell
206344,13,immune cell
206345,25,immune cell
206346,16,other
206347,17,myofibroblast
206348,34,cancer cell
206349,13,immune cell
206350,6,cancer cell
206351,12,cancer cell
206352,6,cancer cell
206353,1,cancer cell
206354,16,other
206355,3,cancer cell
206356,3,cancer cell
206359,34,cancer cell
206361,-1,other
206362,28,immune cell
206363,18,immune cell
